word,cohyponyms
apathy,[]
declaration,"['witness', 'attestation', 'affidavit', 'subornation', 'shahadah', 'verification']"
heroism,"['heart', 'spunk', 'nerve', 'mettle', 'valiance', 'valorousness', 'valour', 'valiancy', 'gallantry', 'valor', 'dauntlessness', 'intrepidity', 'stoutheartedness', 'fearlessness', 'fortitude', 'nervelessness', 'coolness', 'daring', 'boldness', 'hardihood', 'hardiness', 'gutsiness', 'pluckiness', 'pluck', 'backbone', 'gumption', 'sand', 'grit', 'guts', 'moxie', 'venturesomeness', 'adventurousness', 'daredevilry', 'daredeviltry', 'temerity', 'audacity', 'audaciousness', 'brazenness', 'shamelessness', 'scrappiness', 'feistiness']"
pancreas,"['mamma', 'dug', 'bag', 'udder', 'bosom', 'knocker', 'tit', 'breast', 'boob', 'titty', 'sideboob', 'serictery', 'sericterium', 'exocrine', 'endocrine', 'vitellarium', 'thyroid', 'parathyroid', 'adrenal', 'prostate', 'thymus', 'hypophysis', 'pituitary', 'adenohypophysis', 'neurohypophysis', 'epiphysis', 'gonad', 'ovary', 'ovotestis', 'orchis', 'nut', 'ball', 'bollock', 'egg', 'ballock', 'testis', 'testicle', 'cobblers']"
husband,[]
yoghurt,"['milk', 'cream', 'butter', 'yoghourt', 'yogurt', 'whey', 'curd', 'clabber', 'cheese', 'buttermilk', 'stick', 'bleu', 'brie', 'camembert', 'cheddar', 'edam', 'chevre', 'gouda', 'liederkranz', 'limburger', 'mozzarella', 'muenster', 'parmesan', 'quark', 'ricotta', 'velveeta', 'ghee', 'mascarpone', 'stilton', 'roquefort', 'gorgonzola', 'emmentaler', 'emmenthal', 'emmenthaler', 'emmental', 'gruyere', 'sapsago']"
paddle,"['lumber', 'impeller', 'bat', 'bludgeon', 'cudgel', 'knobkerrie', 'knobkerry', 'lathi', 'lathee', 'truncheon', 'billystick', 'nightstick', 'baton', 'billy', 'blade', 'vane', 'cam', 'round', 'circle', 'gyroscope', 'gyro', 'rotor', 'blackjack', 'cosh', 'sap', 'bastinado', 'shillalah', 'shillelagh', 'disc', 'disk', 'deadeye', 'diaphragm', 'saucer', 'discus', 'frisbee', 'planchet', 'puck', 'token']"
biochemistry,"['phytochemistry', 'enzymology', 'zymurgy', 'zymology', 'immunochemistry', 'chemoimmunology', 'electrochemistry', 'femtochemistry', 'geochemistry', 'photochemistry', 'radiochemistry', 'thermochemistry']"
swap,[]
camera,"['monitor', 'scanner', 'camcorder', 'dashcam', 'hoop', 'clapperboard', 'developer', 'enlarger', 'flash', 'flashgun', 'flashbulb', 'photoflash', 'photometer', 'sensitometer', 'amplifier', 'mainframe', 'processor', 'c.p.u.', 'cpu', 'circuitry', 'detector', 'equaliser', 'equalizer', 'lens', 'mixer', 'modem', 'scope', 'oscilloscope', 'cro', 'peripheral', 'playback', 'scrambler', 'set', 'telephone', 'phone', 'terminal', 'cytophotometer', 'film', 'jack', 'net', 'tackle', 'rig', 'booster', 'maser', 'reproducer', 'printer', 'receiver', 'transmitter', 'sender', 'extension', 'handset', 'radiophone', 'radiotelephone', 'speakerphone', 'webcam', 'footage', 'microfilm', 'negative', 'positive', 'reel', 'roll', 'episode', 'sequence', 'baseball', 'basketball', 'bowl', 'pin', 'basket', 'glove', 'cage', 'wicket', 'horse', 'piton', 'stereo', 'stereophony', 'keypad', 'joystick', 'radio', 'tuner', 'wireless', 'television', 'tv', 'telly', 'autoalarm', 'jammer', 'cell', 'cellphone', 'king', 'setup', 'apparatus', 'automation', 'paraphernalia', 'appurtenance', 'gear', 'technology', 'material', 'materiel', 'equipage', 'recorder', 'satellite', 'orbiter', 'aerator', 'burner', 'separator', 'centrifuge', 'extractor', 'condenser', 'copier', 'duplicator', 'electrograph', 'generator', 'heliograph', 'incubator', 'brooder', 'instillator', 'lighting', 'reactor', 'pendulum', 'purifier', 'reformer', 'semaphore', 'sequenator', 'sequencer', 'still', 'submersible', 'telegraph', 'telegraphy', 'titrator', 'atmoradiograph', 'calorizator', 'calorisator', 'scintigraph', 'scintiscanner', 'disinfector', 'chromatograph', 'adsorber', 'pasteuriser', 'pasteurizer', 'mnemometer', 'defecator', 'backboard', 'ball', 'counter', 'crossbar', 'game', 'goal', 'horseshoe', 'jackstones', 'piece', 'man', 'quoit', 'wheel', 'spinner', 'outfit', 'kit', 'regalia', 'rigging', 'saddlery', 'tack', 'packaging', 'railing', 'roofing', 'baggage', 'oscillograph', 'preserver', 'chute', 'parachute', 'spacecraft', 'sputnik', 'saucer', 'discus', 'exerciser', 'hammer', 'javelin', 'mat', 'gumshield', 'mouthpiece', 'shot', 'skate', 'spike', 'stick', 'target', 'butt', 'weight', 'audiovisual', 'torch', 'blowlamp', 'blowtorch', 'hematocrit', 'haematocrit', 'ultracentrifuge', 'fax', 'facsimile', 'heliotype', 'hectograph', 'lithograph', 'roneo', 'roneograph', 'mimeograph', 'mimeo', 'photocopier', 'photostat', 'xerox', 'backlighting', 'pile', 'metronome', 'scrubber', 'bathyscaph', 'bathyscape', 'bathyscaphe', 'bathysphere', 'minisub', 'minisubmarine', 'phototelegraph', 'fluoroscope', 'roentgenoscope', 'tomograph', 'football', 'handball', 'marble', 'punchball', 'racquetball', 'softball', 'volleyball', 'wiffle', 'chip', 'puzzle', 'black', 'checker', 'chequer', 'chessman', 'tile', 'white', 'layette', 'oilrig', 'bit', 'trapping', 'housing', 'caparison', 'girth', 'cinch', 'hame', 'harness', 'headgear', 'martingale', 'saddlecloth', 'yoke', 'impedimenta', 'lifesaver', 'drogue', 'parasail', 'lander', 'lem', 'capsule', 'starship', 'spaceship', 'salyut', 'skylab', 'birdie', 'shuttle', 'shuttlecock', 'bird', 'base', 'bag', 'lumber', 'mitt', 'mound', 'hill', 'bat', 'golfcart', 'golfclub', 'club', 'flag', 'tee', 'beam', 'bars', 'rings', 'trampoline', 'canvass', 'canvas', 'climber', 'crampoon', 'crampon', 'pricket', 'barbell', 'dumbbell', 'piolet', 'karabiner', 'carabiner', 'belay', 'handline', 'fancam', 'microfiche', 'bitewing', 'bunsen', 'etna', 'pilot', 'bwr', 'pwr', 'taw', 'shooter', 'candlepin', 'duckpin', 'kingpin', 'headpin', 'ninepin', 'skittle', 'tenpin', 'tangram', 'crossword', 'bishop', 'rook', 'castle', 'knight', 'pawn', 'queen', 'crown', 'diadem', 'bridoon', 'curb', 'pelham', 'snaffle', 'bard', 'horsecloth', 'bridle', 'hackamore', 'halter', 'apishamore', 'dictaphone', 'vcr', 'home', 'plate', 'third', 'iron', 'wood', 'buck', 'rocker', 'rollerblade', 'ipod', 'quadraphony', 'walkman', 'goniometer', 'superhet', 'smartphone']"
submarine,"['sub', 'pigboat', 'frigate', 'nautilus', 'carrier', 'flattop', 'battleship', 'battlewagon', 'corvette', 'cruiser', 'destroyer', 'ironclad', 'privateer', 'submersible', 'butty', 'burger', 'hamburger', 'beefburger', 'tunaburger', 'hotdog', 'hero', 'wedge', 'bomber', 'torpedo', 'grinder', 'hoagy', 'hoagie', 'zep', 'gyro', 'blt', 'reuben', 'western', 'wrap', 'dreadnaught', 'dreadnought', 'cheeseburger', 'constitution', 'sandwich', 'chip', 'crisp', 'nacho']"
arithmetic,"['geometry', 'trig', 'trigonometry', 'algebra', 'calculus', 'topology', 'metamathematics', 'algorism', 'triangulation', 'quadratics', 'analysis', 'decomposition', 'statistics', 'correlation', 'biostatistics', 'biometrics', 'biometry']"
cook,[]
mucosa,"['caul', 'trophoblast', 'chorioallantois', 'web', 'axolemma', 'choroid', 'cornea', 'diaphragm', 'midriff', 'tympanum', 'myringa', 'eardrum', 'endocranium', 'endosteum', 'ependyma', 'hyaloid', 'intima', 'iris', 'lamella', 'meninx', 'meninges', 'periosteum', 'perithelium', 'retina', 'sarcolemma', 'serosa', 'synovium', 'tunic', 'adventitia', 'tunica', 'cortex', 'allantois', 'veil', 'umbilical', 'arcus', 'leptomeninges', 'dura', 'arachnoid', 'conjunctiva', 'endometrium', 'hymen', 'maidenhead', 'cytomembrane', 'pleura', 'peritoneum', 'endocardium', 'pericardium', 'epicardium', 'albuginea', 'pinguecula', 'pterygium', 'mesentery', 'omentum', 'sclera', 'foreskin', 'prepuce', 'chalaza', 'coronet', 'epithelium', 'flesh', 'parenchyma', 'fat', 'cartilage', 'gristle', 'muscle', 'gum', 'gingiva', 'flap', 'membrane', 'medulla', 'matrix', 'transplant', 'graft', 'stroma', 'endothelium', 'mesothelium', 'neuroepithelium', 'decidua', 'neuroglia', 'glia', 'flab', 'atheroma', 'cellulite', 'mons', 'belly', 'paunch', 'skin', 'tegument', 'cutis', 'bone', 'os', 'marrow', 'endoneurium', 'ligament', 'perineurium', 'perimysium', 'tendon', 'sinew', 'submucosa', 'fascia', 'facia', 'granulation', 'tonsilla', 'tonsil', 'lien', 'spleen', 'node', 'adenoid', 'meniscus', 'fibrocartilage', 'arytenoid', 'arytaenoid', 'trabecula', 'fascicle', 'fasciculus', 'neuropile', 'neuropil', 'uvula', 'velum', 'leaflet', 'cusp', 'autograft', 'autoplasty', 'homograft', 'allograft', 'heterograft', 'xenograft', 'exoderm', 'ectoblast', 'ectoderm', 'mesoderm', 'mesoblast', 'endoblast', 'entoderm', 'entoblast', 'endoderm', 'hypoblast', 'astroglia', 'macroglia', 'microglia', 'oligodendroglia', 'oligodendria', 'pot', 'potbelly', 'corporation', 'tummy', 'investment', 'buff', 'dewlap', 'scalp', 'cuticle', 'agnail', 'hangnail', 'furcula', 'pastern', 'fishbone', 'astragal', 'talus', 'astragalus', 'anklebone', 'carpal', 'centrum', 'malar', 'zygomatic', 'cheekbone', 'collarbone', 'clavicle', 'coccyx', 'dentine', 'dentin', 'ethmoid', 'calcaneus', 'heelbone', 'hipbone', 'hyoid', 'ilium', 'ischium', 'ramus', 'metacarpal', 'metatarsal', 'nasal', 'bonelet', 'ossicle', 'ossiculum', 'palatine', 'phalanx', 'pubis', 'rib', 'costa', 'sacrum', 'scapula', 'sesamoid', 'sphenoid', 'breastbone', 'sternum', 'gladiolus', 'manubrium', 'tarsal', 'tooth', 'turbinate', 'turbinal', 'vertebra', 'zygoma', 'modiolus', 'skull', 'skullcap', 'calvaria', 'cranium', 'braincase', 'brainpan', 'occiput', 'sinciput', 'jaw', 'vomer', 'marrowbone', 'hamstring', 'aponeurosis', 'adhesion', 'bubo', 'pacemaker', 'myocardium', 'fornix', 'nerve', 'nervus', 'pathway', 'tract', 'lid', 'eyelid', 'palpebra', 'mesocolon', 'chordamesoderm', 'chordomesoderm', 'mesenchyme', 'pellicle', 'wishbone', 'navicular', 'triquetral', 'pisiform', 'trapezium', 'trapezoid', 'capitate', 'hamate', 'epiphysis', 'shaft', 'diaphysis', 'forehead', 'kneepan', 'patella', 'kneecap', 'fang', 'tusk', 'conodont', 'chopper', 'pearly', 'anterior', 'posterior', 'dogtooth', 'canine', 'cuspid', 'eyetooth', 'premolar', 'bicuspid', 'incisor', 'grinder', 'molar', 'mandibula', 'submaxilla', 'jowl', 'jawbone', 'mandible', 'maxilla', 'maxillary', 'chop', 'efferent', 'afferent', 'depressor', 'commissure', 'peduncle', 'haw']"
dwelling,"['camp', 'lodge', 'villa', 'condominium', 'duplex', 'maisonnette', 'maisonette', 'ward', 'hall', 'residence', 'manse', 'flophouse', 'dosshouse', 'palace', 'apartment', 'flat', 'billet', 'block', 'home', 'habitation', 'domicile', 'abode', 'hospice', 'hostel', 'quarters', 'quartering', 'rattrap', 'shelter', 'bedsitter', 'bedsit', 'flatlet', 'penthouse', 'studio', 'suite', 'rooms', 'cellblock', 'condo', 'hearth', 'fireside', 'hermitage', 'homestead', 'house', 'messuage', 'yurt', 'dugout', 'pithouse', 'accommodation', 'pad', 'diggings', 'lodgings', 'digs', 'domiciliation', 'dorm', 'dormitory', 'forecastle', ""fo'c'sle"", 'seraglio', 'hareem', 'serail', 'harem', 'detox', 'boardinghouse', 'bungalow', 'cottage', 'cabin', 'chalet', 'chapterhouse', 'dollhouse', 'farmhouse', 'gatehouse', 'guesthouse', 'hacienda', 'mansion', 'saltbox', 'soddy', 'hogan', 'tepee', 'tipi', 'teepee', 'wickiup', 'wikiup', 'wigwam', 'stabling', 'steerage', 'barrack', 'encampment', 'cantonment', 'bivouac', 'wardroom', 'chateau', 'dacha', 'manor', 'castle', 'mcmansion', 'court', 'deanery', 'rectory', 'parsonage', 'vicarage', 'cloister', 'vatican', 'brownstone', 'casern', 'hutment', 'laager', 'lager']"
toddler,[]
comedian,"['barrymore', 'fairbanks', 'fonda', 'kelly', 'martin', 'skinner', 'actress', 'playactor', 'trouper', 'barnstormer', 'ham', 'heavy', 'ingenue', 'pantomimist', 'mimer', 'mummer', 'pantomimer', 'mime', 'plant', 'reenactor', 'lead', 'star', 'principal', 'extra', 'supernumerary', 'tragedian', 'standby', 'understudy', 'upstager', 'allen', 'astaire', 'bogart', 'booth', 'burbage', 'burton', 'cagney', 'chevalier', 'cooper', 'coward', 'cronyn', 'crosby', 'dean', 'depardieu', 'drew', 'gable', 'garrick', 'gibson', 'gielgud', 'grant', 'guinness', 'hanks', 'harrison', 'heming', 'hemminge', 'hoffman', 'hopkins', 'howard', 'jolson', 'karloff', 'kean', 'keaton', 'laughton', 'lee', 'lemmon', 'lloyd', 'lorre', 'lugosi', 'lunt', 'marshall', 'mason', 'mitchum', 'moore', 'newman', 'olivier', ""o'toole"", 'poitier', 'redford', 'richardson', 'robinson', 'scott', 'sellers', 'sinatra', 'stanislavsky', 'stewart', 'strasberg', 'stroheim', 'tracy', 'tree', 'ustinov', 'wayne', 'welles', 'starlet', 'tragedienne', 'ball', 'bankhead', 'bergman', 'bernhardt', 'black', 'cornell', 'crawford', 'davis', 'dietrich', 'duse', 'fontanne', 'garbo', 'garland', 'gish', 'harlow', 'hayes', 'hepburn', 'horne', 'jackson', 'langtry', 'lawrence', 'leigh', 'lillie', 'loren', 'mercouri', 'monroe', 'nazimova', 'pickford', 'rogers', 'shearer', 'siddons', 'streep', 'streisand', 'swanson', 'tandy', 'taylor', 'terry', 'thorndike', 'waters', 'west', 'wood', 'young', 'comedienne', 'marceau', 'idol', 'gynne', 'gwynn', 'gywn', 'heartthrob']"
foundry,"['cannery', 'metalworks', 'lumbermill', 'sawmill', 'steelworks', 'sweatshop', 'maquiladora', 'armory', 'armoury', 'arsenal', 'battery', 'brewery', 'distillery', 'still', 'mill', 'factory', 'manufactory', 'mint', 'packinghouse', 'refinery', 'saltworks', 'smeltery', 'smelter', 'winery', 'brewpub', 'microbrewery']"
golf,"['hockey', 'croquet', 'paintball', 'quoits', 'horseshoes', 'shovelboard', 'shuffleboard', 'round', 'football', 'hurling', 'ballgame', 'cricket', 'lacrosse', 'polo', 'pushball', 'shinney', 'shinny', 'rugby', 'rugger', 'soccer', 'ball', 'baseball', 'singles', 'doubles', 'tetherball', 'handball', 'racquetball', 'fives', 'squash', 'volleyball', 'pelota', 'badminton', 'basketball', 'hoops', 'netball', 'tennis', 'pallone', 'battledore', 'hardball', 'softball', 'rounders', 'stickball', 'steal']"
recovery,"['revival', 'revivification', 'revitalization', 'resurgence', 'revitalisation', 'refinement', 'elaboration', 'accommodation', 'adjustment', 'fitting', 'conservation', 'preservation', 'rebirth', 'renaissance', 'renascence', 'regeneration', 'resurrection', 'resuscitation', 'readjustment', 'domestication', 'habituation', 'shakedown', 'cpr', 'advance', 'improvement', 'betterment', 'pyrolysis', 'sublimation', 'conversion', 'transition', 'changeover', 'degeneration', 'retrogression', 'strengthening', 'weakening', 'glycogenesis', 'isomerization', 'isomerisation', 'rectification', 'abiotrophy', 'cataplasia', 'exhaustion', 'enervation', 'enfeeblement', 'debilitation', 'atrophy', 'withering', 'attenuation', 'fading', 'fall', 'downfall', 'relaxation', 'loosening', 'slackening', 'anticlimax', 'thaw']"
bailiff,"['officeholder', 'recorder', 'jay', 'apparatchik', 'appointee', 'beadle', 'bureaucrat', 'caretaker', 'censor', 'enumerator', 'commissar', 'diplomat', 'diplomatist', 'equerry', 'ranger', 'hangover', 'holdover', 'incumbent', 'inquisitor', 'voider', 'nullifier', 'invalidator', 'justice', 'judge', 'jurist', 'licenser', 'mace', 'macebearer', 'macer', 'mandarin', 'notary', 'noticer', 'officer', 'agent', 'provincial', 'proconsul', 'prosecutor', 'quaestor', 'recruiter', 'registrar', 'regulator', 'sealer', 'searcher', 'teller', 'doorkeeper', 'usher', 'vizier', 'weigher', 'placeman', 'placeseeker', 'procurator', 'assessor', 'taxman', 'exciseman', 'taxer', 'churchwarden', 'deacon', 'elder', 'sexton', 'sacristan', 'verger', 'vestryman', 'vestrywoman', 'embassador', 'ambassador', 'consul', 'envoy', 'internuncio', 'minister', 'nuncio', 'plenipotentiary', 'bunche', 'dulles', 'galbraith', 'genet', 'grotius', 'hammarskjold', 'harriman', 'harris', 'hull', 'kennan', 'kissinger', 'lesseps', 'lie', 'nicolson', 'page', 'roosevelt', 'stevenson', 'waldheim', 'selectman', 'selectwoman', 'coyote', 'alcalde', 'daniel', 'doge', 'justiciary', 'justiciar', 'magistrate', 'ordinary', 'pretor', 'praetor', 'qadi', 'trier', 'samson', 'fed', 'federal', 'trustbuster', 'da', 'rapporteur', 'canvasser', 'pilate', 'lister', 'deaconess', 'presbyter', 'ambassadress', 'gromyko', 'torquemada', 'burger', 'chase', 'ellsworth', 'fuller', 'hughes', 'marshall', 'rehnquist', 'rutledge', 'stone', 'taft', 'taney', 'vinson', 'waite', 'warren', 'white', 'stipendiary']"
affection,[]
turkey,"['biddy', 'partridge', 'dorking', 'cornish', 'cochin', 'chicken', 'bantam', 'guinea', 'chick', 'cock', 'rooster', 'capon', 'hen', 'dominique', 'dominick', 'orpington', 'gobbler', 'tom', 'cockerel', 'cackler', 'sitter', 'broody', 'layer', 'pullet', 'turtledove', 'fowl', 'poultry', 'gallina', 'guan', 'curassow', 'chachalaca', 'megapode', 'hoactzin', 'hoatzin', 'stinkbird', 'leipoa', 'lowan', 'maleo', 'dodo', 'solitaire', 'pigeon', 'sandgrouse', 'grouse', 'phasianid', 'tinamou', 'pouter', 'dove', 'bandtail', 'cushat', 'ringdove', 'squab', 'ptarmigan', 'capercailzie', 'capercaillie', 'sprigtail', 'pheasant', 'quail', 'tumbler', 'roller', 'homer', 'heathfowl', 'blackcock', 'grayhen', 'greyhen', 'moorgame', 'moorbird', 'moorfowl', 'afropavo', 'argus', 'monal', 'monaul', 'peafowl', 'tragopan', 'bobwhite']"
shopkeeper,"['dealer', 'harrod', 'peddler', 'baker', 'bookdealer', 'meatman', 'butcher', 'clothier', 'haberdasher', 'grocer', 'hatter', 'modiste', 'milliner', 'hatmaker', 'jeweller', 'jeweler', 'poulterer', 'poultryman', 'retailer', 'salter', 'schlockmeister', 'shlockmeister', 'vendor', 'vender', 'marketer', 'trafficker', 'seller', 'tradesman', 'storekeeper', 'stationer', 'monger', 'bargainer', 'trader', 'venturer', 'vintner', 'greengrocer', 'chandler', 'licensee', 'cosmetician', 'fruiterer', 'huckster', 'pedlar', 'pitchman', 'hawker', 'packman', 'underseller', 'cleaner', 'florist', 'hosier', 'newsagent', 'newsdealer', 'newsvendor', 'tobacconist', 'barterer', 'bibliopolist', 'bibliopole', 'cheesemonger', 'costermonger', 'cutler', 'draper', 'fence', 'fishmonger', 'fishwife', 'ironmonger', 'hardwareman', 'mercer', 'seedman', 'seedsman', 'slopseller', 'chapman', 'cheapjack', 'crier', 'sandboy', 'transmigrante', 'pusher', 'linendraper', 'stockjobber']"
resignation,[]
veil,"['gown', 'jumper', 'vest', 'gaiter', 'frock', 'crinoline', 'turtleneck', 'turtle', 'knickers', 'shorts', 'costume', 'topper', 'drawers', 'hose', 'robe', 'dress', 'mantilla', 'maillot', 'gabardine', 'denim', 'jeans', 'pyjama', 'pajama', 'bra', 'brassiere', 'bandeau', 'camisole', 'shift', 'chemise', 'beaver', 'thong', 'wrapper', 'caftan', 'kaftan', 'capote', 'dolman', 'domino', 'pallium', 'surcoat', 'dirndl', 'levis', ""levi's"", 'uplift', 'breechcloth', 'loincloth', 'breechclout', 'burka', 'burqa', 'camlet', 'diaper', 'napkin', 'nappy', 'fur', 'scrubs', 'haik', 'haick', 'ironing', 'jumpsuit', 'kanzu', 'laundry', 'wash', 'washables', 'washing', 'leging', 'legging', 'unitard', 'leotard', 'mending', 'motley', 'neckwear', 'overgarment', 'peplum', 'peplos', 'peplus', 'raglan', 'reversible', 'romper', 'sackcloth', 'scapular', 'scapulary', 'scarf', 'sealskin', 'separate', 'shirt', 'silks', 'skirt', 'stomacher', 'straitjacket', 'straightjacket', 'suit', 'sunsuit', 'sweater', 'sweats', 'sweatsuit', 'swimsuit', 'swimwear', 'trouser', 'trousers', 'pant', 'undergarment', 'unmentionable', 'waistcoat', 'weeds', 'wraparound', 'dhoti', 'chador', 'chadar', 'chaddar', 'chuddar', 'yashmac', 'yashmak', 'flatwork', 'chap', 'puttee', 'spat', 'cravat', 'tie', 'necktie', 'aba', 'cloak', 'coat', 'izar', 'snowsuit', 'abaya', 'bathrobe', 'kimono', 'boa', 'fichu', 'kerchief', 'lambrequin', 'muffler', 'patka', 'rebozo', 'sable', 'stole', 'tudung', 'camise', 'daishiki', 'dashiki', 'jersey', 'kurta', 'tutu', 'culotte', 'hoopskirt', 'kilt', 'lavalava', 'maxi', 'miniskirt', 'mini', 'overskirt', 'sarong', 'pinstripe', 'cardigan', 'slipover', 'pullover', 'bikini', 'breeches', 'knickerbockers', 'chinos', 'churidars', 'corduroys', 'cords', 'tweed', 'white', 'flannel', 'jodhpurs', 'pantaloon', 'shalwar', 'salwar', 'trunks', 'slacks', 'sweatpants', 'trews', 'salopettes', 'underbodice', 'slip', 'teddy', 'shimmy', 'foundation', 'petticoat', 'underskirt', 'singlet', 'undershirt', 'underpants', 'underwear', 'underclothing', 'underclothes', 'habit', 'turban', 'supporter', 'suspensor', 'jock', 'jockstrap', 'stovepipe', 'nightie', 'nightdress', 'nightgown', 'overall', 'niqab', 'ascot', 'stock', 'neckcloth', 'bolo', 'bola', 'bowtie', 'burnouse', 'burnoose', 'burnous', 'cape', 'mantle', 'capuchin', 'cope', 'jellaba', 'poncho', 'shawl', 'toga', 'tunic', 'wrap', 'coatee', 'cutaway', 'greatcoat', 'topcoat', 'overcoat', 'jacket', 'mackinaw', 'newmarket', 'raincoat', 'waterproof', 'afghan', 'chamarre', 'simarre', 'chimer', 'feryaz', 'headscarf', 'neckerchief', 'pantsuit', 'sweatshirt', 'britches', 'buckskins', 'lederhosen', 'girdle', 'corset', 'stays', 'pants', 'bloomers', 'briefs', 'boxers', 'boxershorts', 'underdrawers', 'scanty', 'pantie', 'panty', 'bvd', ""bvd's"", 'lingerie', 'skivvies', 'masquerade', 'formal', 'gantlet', 'gauntlet', 'toque', 'sack', 'kirtle', 'sunbonnet', 'accouterment', 'accessory', 'accoutrement', 'clothes', 'apparel', 'raiment', 'regalia', 'array', 'garb', 'attire', 'beachwear', 'black', 'blue', 'change', 'drag', 'footwear', 'garment', 'grey', 'gray', 'handwear', 'headgear', 'headdress', 'knitwear', 'loungewear', 'neckpiece', 'sleepwear', 'nightwear', 'nightclothes', 'outerwear', 'overclothes', 'slops', 'togs', 'threads', 'duds', 'uniform', 'vestiture', 'belt', 'trappings', 'furnishing', 'keyfob', 'workwear', 'disguise', 'finery', 'formalwear', 'eveningwear', 'hairpiece', 'postiche', 'turnout', 'outfit', 'rig', 'getup', 'sportswear', 'activewear', 'civvies', 'civies', 'mufti', 'hosiery', 'glove', 'muff', 'cap', 'hat', 'lid', 'chapeau', 'helmet', 'hood', 'kaffiyeh', 'mitre', 'miter', 'topknot', 'wimple', 'kamilavka', 'lounger', 'brace', 'gallus', 'suspender', 'collar', 'nightshirt', ""pj's"", 'jammies', 'apron', 'coverall', 'shinpad', 'livery', 'housecoat', 'neglige', 'negligee', 'peignoir', 'top', 'baldric', 'baldrick', 'holster', 'fursuit', 'rigout', 'mask', 'purple', 'balldress', 'tux', 'tuxedo', 'tailcoat', 'tails', 'switch', 'toupe', 'toupee', 'wig', 'ensemble', 'playsuit', 'trousseau', 'sock', 'stocking', 'tights', 'leotards', 'mitten', 'balaclava', 'bluebonnet', 'balmoral', 'beret', 'biggin', 'biretta', 'birretta', 'berretta', 'kalpac', 'calpack', 'calpac', 'cockscomb', 'coxcomb', 'coonskin', 'tarboosh', 'fez', 'glengarry', 'kalansuwa', 'kepi', 'mobcap', 'mortarboard', 'nightcap', 'pinner', 'skullcap', 'tammy', 'tam', 'busby', 'bearskin', 'shako', 'panama', 'leghorn', 'skimmer', 'boater', 'sailor', 'bonnet', 'derby', 'bowler', 'deerstalker', 'stetson', 'homburg', 'fedora', 'trilby', 'millinery', 'sombrero', ""sou'wester"", 'sunhat', 'titfer', 'tyrolean', 'tirolean', 'headpiece', 'calash', 'caleche', 'aventail', 'ventail', 'camail', 'cowl', 'crown', 'diadem', 'tiara', 'sleeper', 'vestment', 'smock', 'gaberdine', 'duster', 'boilersuit', 'spacesuit', 'fatigues', 'khakis', 'regimentals', 'coatdress', 'sheath', 'pinny', 'pinafore', 'muumuu', 'polonaise', 'saree', 'sari', 'shirtdress', 'strapless', 'sundress', 'blouse', 'bodice', 'bustier', 'halter', 'chlamys', 'mantelet', 'pelisse', 'tippet', 'capelet', 'tallith', 'tallis', 'serape', 'sarape', 'chiton', 'gymslip', 'kameez', 'tabard', 'mink', 'chesterfield', 'surtout', 'ulster', 'banyan', 'banian', 'blazer', 'bolero', 'doublet', 'jerkin', 'lumberjack', 'windbreaker', 'parka', 'anorak', 'windcheater', 'peacoat', 'sacque', 'swallowtail', 'burberry', 'mac', 'mackintosh', 'macintosh', 'mack', 'babushka', 'hijab', 'khimar', 'undies', 'bandolier', 'bandoleer', 'seatbelt', 'grizzle', 'peruke', 'periwig', 'onkos', 'bagwig', 'anklet', 'bobbysocks', 'anklets', 'bobbysock', 'argyle', 'argyll', 'tabis', 'tabi', 'boothose', 'nylons', 'rayons', 'pantyhose', 'beanie', 'beany', 'coif', 'yarmulka', 'yarmulke', 'yarmelke', 'bicorne', 'bicorn', 'tricorne', 'tricorn', 'castor', 'cloche', 'pillbox', 'porkpie', 'topee', 'topi', 'coronet', 'alb', 'cassock', 'chasuble', 'pontifical', 'surplice', 'mantua', 'garibaldi', 'guimpe', 'middy', 'shirtwaister', 'shirtwaist']"
