word,cohyponyms
shagbark,"['pignut', 'bitternut', 'shellbark', 'mockernut', 'kola', 'macadamia', 'hazel', 'hazelnut', 'walnut', 'hickory', 'pecan', 'cashew', 'pistachio', 'cobnut', 'filbert', 'butternut']"
fulmar,"['shearwater', 'albatross', 'mollymawk', 'petrel', 'gooney', 'goony', 'goonie']"
shed,"['hall', 'house', 'temple', 'lodge', 'villa', 'remise', 'garage', 'doghouse', 'kennel', 'jakes', 'outhouse', 'privy', 'bathhouse', 'chapterhouse', 'bagnio', 'carport', 'apiary', 'boathouse', 'toolhouse', 'toolshed', 'woodshed', 'capitol', 'courthouse', 'conservatory', 'court', 'residence', 'manse', 'tabernacle', 'canteen', 'basilica', 'palace', 'sanatorium', 'cathedral', 'shambles', 'abattoir', 'butchery', 'slaughterhouse', 'architecture', 'aviary', 'volary', 'center', 'centre', 'clubhouse', 'club', 'dorm', 'dormitory', 'feedlot', 'firetrap', 'summerhouse', 'gazebo', 'glasshouse', 'greenhouse', 'hotel', 'library', 'ministry', 'mortuary', 'morgue', 'observatory', 'outbuilding', 'packinghouse', 'planetarium', 'presbytery', 'restaurant', 'eatery', 'rink', 'rotunda', 'ruin', 'school', 'schoolhouse', 'skyscraper', 'tavern', 'theatre', 'theater', 'brothel', 'bordello', 'bawdyhouse', 'cathouse', 'whorehouse', 'tenement', 'barn', 'hencoop', 'henhouse', 'coop', 'stalls', 'stable', 'casino', 'belvedere', 'chancellery', 'customhouse', 'customshouse', 'pentagon', 'statehouse', 'hothouse', 'orangery', 'guildhall', 'lyceum', 'fleabag', 'inn', 'hostelry', 'auberge', 'hostel', 'spa', 'ritz', 'resort', 'boardinghouse', 'bungalow', 'cottage', 'cabin', 'chalet', 'dollhouse', 'duplex', 'farmhouse', 'gatehouse', 'guesthouse', 'hacienda', 'maisonnette', 'maisonette', 'mansion', 'saltbox', 'soddy', 'icehouse', 'smokehouse', 'clinic', 'infirmary', 'hospital', 'crematorium', 'crematory', 'bethel', 'chapel', 'church', 'conventicle', 'meetinghouse', 'masjid', 'musjid', 'mosque', 'shrine', 'synagogue', 'bistro', 'brasserie', 'brewpub', 'coffeehouse', 'cafe', 'cafeteria', 'diner', 'grillroom', 'grill', 'lunchroom', 'rotisserie', 'steakhouse', 'chophouse', 'teashop', 'teahouse', 'tearoom', 'ice', 'conservatoire', 'wtc', 'taphouse', 'pothouse', 'saloon', 'pub', 'rathskeller', 'shebeen', 'zikkurat', 'zikurat', 'ziggurat', 'cinema', 'opera', 'cowhouse', 'cowshed', 'byre', 'cowbarn', 'consulate', 'embassy', 'gildhall', 'khan', 'caravansary', 'caravanserai', 'imaret', 'posthouse', 'roadhouse', 'motel', 'chateau', 'dacha', 'flophouse', 'dosshouse', 'manor', 'castle', 'mcmansion', 'deanery', 'rectory', 'parsonage', 'vicarage', 'cloister', 'vatican', 'brownstone', 'sudatorium', 'sudatory', 'dispensary', 'creche', 'pesthouse', 'lazaret', 'lazarette', 'lazaretto', 'institution', 'asylum', 'sanitarium', 'sanatarium', 'chantry', 'abbey', 'duomo', 'kirk', 'caaba', 'kaaba', 'oracle', 'stupa', 'tope', 'pagoda', 'pantheon', 'parthenon', 'caff', 'cybercafe', 'estaminet', 'automat', 'buttery', 'alehouse', 'babel', 'bioscope', 'fleapit', 'multiplex', 'alcazar', 'alhambra', 'tuileries', 'versailles', 'convent', 'monastery', 'priory', 'madhouse', 'nuthouse', 'bedlam', 'minster']"
parsonage,"['abbey', 'manse', 'palace', 'villa', 'court', 'deanery', 'rectory', 'vicarage', 'cloister', 'vatican', 'lodge', 'residence', 'alcazar', 'alhambra', 'tuileries', 'versailles', 'convent', 'monastery', 'priory', 'nunnery', 'charterhouse', 'friary', 'lamasery', 'boardinghouse', 'bungalow', 'cottage', 'cabin', 'chalet', 'chapterhouse', 'dollhouse', 'duplex', 'farmhouse', 'gatehouse', 'guesthouse', 'hacienda', 'maisonnette', 'maisonette', 'mansion', 'hall', 'saltbox', 'soddy', 'chateau', 'dacha', 'flophouse', 'dosshouse', 'manor', 'castle', 'mcmansion', 'brownstone']"
katydid,"['acridid', 'tettigoniid', 'locust']"
caravansary,"['khan', 'caravanserai', 'imaret', 'posthouse', 'roadhouse', 'fleabag', 'lodge', 'inn', 'hostelry', 'auberge', 'hostel', 'court', 'spa', 'ritz', 'resort', 'motel']"
mantis,"['gallfly', 'louse', 'roach', 'cockroach', 'mantid', 'bug', 'blackbeetle', 'crotonbug', 'firefly', 'deathwatch', 'gnat', 'horsefly', 'blackfly', 'armyworm', 'emperor', 'tortrix', 'ephemeron', 'ephemeral', 'holometabola', 'metabola', 'defoliator', 'pollinator', 'mecopteran', 'springtail', 'collembolan', 'telsontail', 'proturan', 'beetle', 'flea', 'dipteran', 'dipteron', 'hymenopteron', 'hymenopter', 'hymenopteran', 'worker', 'termite', 'orthopteron', 'orthopteran', 'phasmid', 'hemipteran', 'hemipteron', 'homopteran', 'ephemeropteran', 'ephemerid', 'plecopteran', 'stonefly', 'neuropteran', 'neuropteron', 'odonate', 'trichopteron', 'trichopteran', 'thysanuron', 'thysanopteron', 'thysanopter', 'earwig', 'lepidopteron', 'lepidopteran', 'pupa', 'imago', 'queen', 'ladybeetle', 'ladybug', 'ladybird', 'longicorn', 'chrysomelid', 'clerid', 'elater', 'elaterid', 'weevil', 'meloid', 'cootie', 'crab', 'chigoe', 'chigger', 'sticktight', 'fly', 'hippoboscid', 'mosquito', 'sciarid', 'sciara', 'bee', 'wasp', 'mutillidae', 'chalcid', 'chalcidfly', 'sawfly', 'ant', 'pismire', 'emmet', 'soldier', 'hopper', 'grasshopper', 'cricket', 'walkingstick', 'lygaeid', 'coreid', 'bedbug', 'chinch', 'backswimmer', 'reduviid', 'firebug', 'whitefly', 'cicala', 'cicada', 'spittlebug', 'leafhopper', 'planthopper', 'psocid', 'booklouse', 'plectophera', 'dayfly', 'mayfly', 'shadfly', 'antlion', 'lacewing', 'dobson', 'dobsonfly', 'alderfly', 'snakefly', 'mantispid', 'spongillafly', 'spongefly', 'dragonfly', 'damselfly', 'bristletail', 'silverfish', 'machilid', 'thrip', 'thripid', 'thrips', 'butterfly', 'moth', 'chrysalis', 'vedalia', 'calosoma', 'glowworm', 'sawyer', 'scarabaean', 'scarabaeid', 'skipjack', 'tenebrionid', 'housefly', 'glossina', 'tzetze', 'tsetse', 'blowfly', 'gadfly', 'medfly', 'drosophila', 'anopheline', 'punkie', 'punkey', 'punky', 'midge', 'psychodid', 'sandfly', 'drone', 'honeybee', 'humblebee', 'bumblebee', 'andrenid', 'andrena', 'vespid', 'sphecoid', 'acridid', 'tettigoniid', 'diapheromera', 'capsid', 'mirid', 'conenose', 'mealybug', 'aphid', 'adelgid', 'psyllid', 'psylla', 'froghopper', 'jassid', 'treehopper', 'chrysopid', 'hemerobiid', 'firebrat', 'nymphalid', 'ringlet', 'danaid', 'pierid', 'lycaenid', 'miller', 'tortricid', 'lymantriid', 'geometrid', 'pyralid', 'tineoid', 'gelechiid', 'noctuid', 'hawkmoth', 'sphingid', 'bombycid', 'saturniid', 'arctiid', 'lasiocampid', 'searcher', 'bluebottle', 'greenbottle', 'botfly', 'clegg', 'cleg', 'hornet', 'locust', 'katydid', 'superbug', 'cochineal', 'greenfly', 'goldeneye', 'tortoiseshell', 'admiral', 'viceroy', 'anglewing', 'comma', 'fritillary', 'peacock', 'monarch', 'blue', 'copper', 'hairstreak', 'browntail', 'tineid', 'gracilariid', 'splitworm', 'underwing', 'cecropia', 'tusser', 'tussore', 'tusseh', 'tussah', 'tussur', 'cinnabar', 'egger', 'eggar', 'lappet']"
seaplane,"['bomber', 'fighter', 'interceptor', 'kamikaze', 'airliner', 'amphibian', 'biplane', 'jet', 'monoplane', 'hydroplane', 'airbus', 'turbofan', 'fanjet', 'turbojet', 'jetliner', 'jumbojet', 'twinjet', 'turboprop', 'propjet', 'floatplane', 'plane', 'airplane', 'aeroplane', 'gyroplane', 'autogiro', 'autogyro', 'drone', 'glider', 'sailplane', 'chopper', 'whirlybird', 'helicopter', 'eggbeater', 'ornithopter', 'orthopter', 'warplane', 'skyhook']"
cassowary,"['rhea', 'lark', 'partridge', 'jabiru', 'ostrich', 'emu', 'kiwi', 'apteryx', 'nandu', 'aepyornis', 'moa', 'cock', 'hen', 'anomalopteryx', 'sparrow', 'broadbill', 'lovebird', 'honeycreeper', 'flycatcher', 'oriole', 'catbird', 'nutcracker', 'bluebird', 'redtail', 'buzzard', 'solitaire', 'whooper', 'trumpeter', 'seriema', 'goldfinch', 'linnet', 'redpoll', 'snowbird', 'redbird', 'ricebird', 'blackbird', 'robin', 'whitethroat', 'butcherbird', 'firebird', 'kestrel', 'biddy', 'stilt', 'dickeybird', 'dickybird', 'nester', 'protoavis', 'archeopteryx', 'archaeopteryx', 'sinornis', 'archaeornis', 'ratite', 'carinate', 'passerine', 'raptor', 'gallinacean', 'parrot', 'trogon', 'twitterer', 'gamecock', 'oscine', 'lyrebird', 'scrubbird', 'tyrannid', 'wren', 'accipitriformes', 'hawk', 'eagle', 'vulture', 'hooter', 'owl', 'fowl', 'poultry', 'gallina', 'guan', 'curassow', 'chachalaca', 'megapode', 'hoactzin', 'hoatzin', 'stinkbird', 'popinjay', 'poll', 'amazon', 'macaw', 'kea', 'cockatoo', 'cockateel', 'cockatiel', 'lory', 'paraquet', 'parakeet', 'parroket', 'parroquet', 'paroquet', 'parrakeet', 'cuckoo', 'turaco', 'turacou', 'touraco', 'turakoo', 'roller', 'kingfisher', 'hornbill', 'hoopoo', 'hoopoe', 'momot', 'motmot', 'tody', 'swift', 'hummingbird', 'goatsucker', 'caprimulgid', 'nightjar', 'frogmouth', 'oilbird', 'guacharo', 'woodpecker', 'peckerwood', 'pecker', 'barbet', 'puffbird', 'jacamar', 'toucan', 'quetzal', 'waterfowl', 'waterbird', 'swan', 'wader', 'swamphen', 'gallinule', 'seabird', 'seafowl', 'songster', 'songbird', 'honeysucker', 'accentor', 'wagtail', 'titlark', 'pipit', 'finch', 'weaverbird', 'weaver', 'thrush', 'warbler', 'babbler', 'cackler', 'starling', 'mocker', 'mockingbird', 'thrasher', 'creeper', 'nuthatch', 'tit', 'titmouse', 'swallow', 'tanager', 'shrike', 'bowerbird', 'dipper', 'vireo', 'waxwing', 'manakin', 'ovenbird', 'antbird', 'woodhewer', 'woodcreeper', 'pitta', 'eyas', 'tercel', 'tiercel', 'tercelet', 'goshawk', 'buteonine', 'roughleg', 'kite', 'harrier', 'falcon', 'osprey', 'eaglet', 'harpy', 'aegypiidae', 'cathartid', 'owlet', 'dorking', 'cornish', 'cochin', 'chicken', 'bantam', 'turkey', 'guinea', 'leipoa', 'lowan', 'maleo', 'dodo', 'pigeon', 'sandgrouse', 'grouse', 'phasianid', 'tinamou', 'lorikeet', 'budgereegah', 'budgerigar', 'budgie', 'budgerygah', 'roadrunner', 'ani', 'coucal', 'kookaburra', 'swiftlet', 'thornbill', 'whippoorwill', 'bullbat', 'nighthawk', 'poorwill', 'flicker', 'ivorybill', 'redhead', 'sapsucker', 'wryneck', 'piculet', 'toucanet', 'screamer', 'coscoroba', 'cob', 'pen', 'cygnet', 'stork', 'shoebill', 'shoebird', 'ibis', 'spoonbill', 'flamingo', 'heron', 'crane', 'courlan', 'limpkin', 'chunga', 'rail', 'bustard', 'hemipode', 'ortygan', 'shorebird', 'moorhen', 'auk', 'puffin', 'dunnock', 'skylark', 'chaffinch', 'brambling', 'lintwhite', 'siskin', 'yellowbird', 'canary', 'serin', 'crossbill', 'bullfinch', 'junco', 'bunting', 'grossbeak', 'grosbeak', 'cardinal', 'pyrrhuloxia', 'towhee', 'baya', 'whydah', 'whidah', 'amadavat', 'avadavat', 'grassfinch', 'thickhead', 'whistler', 'throstle', 'mavis', 'fieldfare', 'redwing', 'ousel', 'merl', 'merle', 'ouzel', 'veery', 'nightingale', 'chat', 'redstart', 'wheatear', 'redbreast', 'bluethroat', 'gnatcatcher', 'kinglet', 'riflebird', 'meadowlark', 'cazique', 'cacique', 'bobolink', 'reedbird', 'minah', 'myna', 'mynah', 'mina', 'crow', 'raven', 'rook', 'jackdaw', 'daw', 'chough', 'jay', 'magpie', 'currawong', 'tichodrome', 'chickadee', 'tomtit', 'bushtit', 'verdin', 'martin', 'cedarbird', 'kingbird', 'peewit', 'peewee', 'pewit', 'pewee', 'phoebe', 'cotinga', 'chatterer', 'scissortail', 'peregrine', 'gerfalcon', 'gyrfalcon', 'merlin', 'hobby', 'caracara', 'ringtail', 'erne', 'ern', 'griffon', 'lammergeyer', 'lammergeier', 'condor', 'chick', 'rooster', 'capon', 'dominique', 'dominick', 'orpington', 'gobbler', 'tom', 'pouter', 'dove', 'bandtail', 'cushat', 'ringdove', 'squab', 'ptarmigan', 'capercailzie', 'capercaillie', 'sprigtail', 'pheasant', 'quail', 'yellowhammer', 'duck', 'goose', 'adjutant', 'marabou', 'marabout', 'openbill', 'saddlebill', 'flinthead', 'egret', 'boatbill', 'bittern', 'weka', 'crake', 'notornis', 'takahe', 'coot', 'plover', 'sandpiper', 'surfbird', 'woodcock', 'snipe', 'curlew', 'godwit', 'stiltbird', 'longlegs', 'avocet', 'oystercatcher', 'phalarope', 'pratincole', 'glareole', 'courser', 'larid', 'skimmer', 'jaeger', 'auklet', 'razorbill', 'dovekie', 'guillemot', 'diver', 'loon', 'grebe', 'pelican', 'gannet', 'cormorant', 'anhinga', 'darter', 'snakebird', 'tropicbird', 'penguin', 'albatross', 'mollymawk', 'petrel']"
sapsucker,"['flicker', 'ivorybill', 'redhead', 'wryneck', 'piculet', 'yellowhammer', 'woodpecker', 'peckerwood', 'pecker', 'barbet', 'puffbird', 'jacamar', 'toucan', 'toucanet']"
pung,"['bobsleigh', 'bobsled', 'tank', 'carriage', 'scooter', 'tender', 'bob', 'dogsled', 'luge', 'toboggan', 'warplane', 'warship', 'bike', 'car', 'cart', 'velocipede', 'wagon', 'galley', 'iceboat', 'troopship', 'carrier', 'frigate', 'coach', 'truck', 'chariot', 'tram', 'tramcar', 'gondola', 'cutter', 'monoreme', 'doodlebug', 'dodgem', 'craft', 'rocket', 'projectile', 'skibob', 'sleigh', 'sledge', 'sled', 'steamroller', 'hoverboard', 'aircraft', 'hovercraft', 'spacecraft', 'watercraft', 'vessel', 'caisson', 'humvee', 'picket', 'technical', 'missile', 'stroller', 'pusher', 'pushchair', 'perambulator', 'pram', 'wheel', 'bicycle', 'cycle', 'boneshaker', 'railcar', 'pushcart', 'handcart', 'skateboard', 'trailer', 'tricycle', 'trike', 'monocycle', 'unicycle', 'waggon', 'bogy', 'bogey', 'bogie', 'lander', 'lem', 'capsule', 'starship', 'spaceship', 'bareboat', 'boat', 'merrimac', 'monitor', 'ship', 'shrimper', 'yacht', 'panzer', 'bomber', 'fighter', 'flattop', 'battleship', 'battlewagon', 'corvette', 'cruiser', 'destroyer', 'ironclad', 'privateer', 'submersible', 'sidewinder', 'bassinet', 'tandem', 'ordinary', 'caboose', 'handcar', 'van', 'applecart', 'wheelbarrow', 'barrow', 'forecarriage', 'rig', 'equipage', 'limber', 'sulky', 'forklift', 'locomotive', 'engine', 'r.v.', 'rv', 'streetcar', 'trolley', 'tractor', 'pedicab', 'bandwagon', 'conestoga', 'lorry', 'milkwagon', 'wain', 'plane', 'airplane', 'aeroplane', 'gyroplane', 'autogiro', 'autogyro', 'drone', 'glider', 'sailplane', 'chopper', 'whirlybird', 'helicopter', 'eggbeater', 'ornithopter', 'orthopter', 'airship', 'dirigible', 'balloon', 'ark', 'flatboat', 'lighter', 'barge', 'hoy', 'bumboat', 'narrowboat', 'catamaran', 'ferryboat', 'ferry', 'fireboat', 'gunboat', 'junk', 'longboat', 'lugger', 'mackinaw', 'packet', 'mailboat', 'powerboat', 'motorboat', 'punt', 'scow', 'steamboat', 'surfboat', 'pinnace', 'towboat', 'tug', 'tugboat', 'tower', 'trawler', 'dragger', 'trireme', 'bark', 'barque', 'brig', 'brigantine', 'clipper', 'dhow', 'felucca', 'galleon', 'indiaman', 'ketch', 'rigger', 'sailboat', 'schooner', 'sloop', 'smack', 'windjammer', 'yawl', 'dandy', 'crayer', 'derelict', 'bounty', 'flagship', 'hulk', 'icebreaker', 'lightship', 'mayflower', 'minelayer', 'minesweeper', 'pirate', 'shipwreck', 'steamer', 'steamship', 'whaler', 'wreck', 'longship', 'interceptor', 'kamikaze', 'dreadnaught', 'dreadnought', 'pigboat', 'submarine', 'sub', 'icbm', 'abm', 'exocet', 'sam', 'stinger', 'boxcar', 'flatbed', 'flatcar', 'flat', 'diner', 'nonsmoker', 'pullman', 'sleeper', 'smoker', 'teacart', 'barouche', 'brougham', 'buckboard', 'buggy', 'roadster', 'cabriolet', 'cab', 'caroche', 'chaise', 'shay', 'clarence', 'drosky', 'droshky', 'gharry', 'gig', 'hackney', 'hansom', 'landau', 'stanhope', 'surrey', 'trap', 'troika', 'apc', 'dinky', 'dinkey', 'shunter', 'amphibian', 'bloodmobile', 'automobile', 'motorcar', 'machine', 'auto', '4wd', 'golfcart', 'hearse', 'motorcycle', 'snowplow', 'snowplough', 'motortruck', 'camper', 'horsecar', 'cat', 'caterpillar', 'snowmobile', 'delimber', 'bulldozer', 'dozer', 'skidder', 'dogcart', 'dumpcart', 'rickshaw', 'jinrikisha', 'ricksha', 'oxcart', 'ponycart']"
aviary,"['hall', 'house', 'temple', 'lodge', 'villa', 'bathhouse', 'chapterhouse', 'bagnio', 'capitol', 'courthouse', 'conservatory', 'court', 'residence', 'manse', 'tabernacle', 'canteen', 'basilica', 'palace', 'sanatorium', 'cathedral', 'shambles', 'abattoir', 'butchery', 'slaughterhouse', 'architecture', 'volary', 'center', 'centre', 'clubhouse', 'club', 'dorm', 'dormitory', 'feedlot', 'firetrap', 'summerhouse', 'gazebo', 'glasshouse', 'greenhouse', 'hotel', 'library', 'ministry', 'mortuary', 'morgue', 'observatory', 'outbuilding', 'packinghouse', 'planetarium', 'presbytery', 'restaurant', 'eatery', 'rink', 'rotunda', 'ruin', 'school', 'schoolhouse', 'skyscraper', 'tavern', 'theatre', 'theater', 'brothel', 'bordello', 'bawdyhouse', 'cathouse', 'whorehouse', 'tenement', 'barn', 'hencoop', 'henhouse', 'coop', 'stalls', 'stable', 'casino', 'belvedere', 'chancellery', 'customhouse', 'customshouse', 'pentagon', 'statehouse', 'hothouse', 'orangery', 'guildhall', 'lyceum', 'fleabag', 'inn', 'hostelry', 'auberge', 'hostel', 'spa', 'ritz', 'resort', 'boardinghouse', 'bungalow', 'cottage', 'cabin', 'chalet', 'dollhouse', 'duplex', 'farmhouse', 'gatehouse', 'guesthouse', 'hacienda', 'maisonnette', 'maisonette', 'mansion', 'saltbox', 'soddy', 'icehouse', 'smokehouse', 'clinic', 'infirmary', 'hospital', 'crematorium', 'crematory', 'remise', 'garage', 'doghouse', 'kennel', 'jakes', 'outhouse', 'privy', 'shed', 'bethel', 'chapel', 'church', 'conventicle', 'meetinghouse', 'masjid', 'musjid', 'mosque', 'shrine', 'synagogue', 'bistro', 'brasserie', 'brewpub', 'coffeehouse', 'cafe', 'cafeteria', 'diner', 'grillroom', 'grill', 'lunchroom', 'rotisserie', 'steakhouse', 'chophouse', 'teashop', 'teahouse', 'tearoom', 'ice', 'conservatoire', 'wtc', 'taphouse', 'pothouse', 'saloon', 'pub', 'rathskeller', 'shebeen', 'zikkurat', 'zikurat', 'ziggurat', 'cinema', 'opera', 'cowhouse', 'cowshed', 'byre', 'cowbarn', 'consulate', 'embassy', 'gildhall', 'khan', 'caravansary', 'caravanserai', 'imaret', 'posthouse', 'roadhouse', 'motel', 'chateau', 'dacha', 'flophouse', 'dosshouse', 'manor', 'castle', 'mcmansion', 'deanery', 'rectory', 'parsonage', 'vicarage', 'cloister', 'vatican', 'brownstone', 'sudatorium', 'sudatory', 'dispensary', 'creche', 'pesthouse', 'lazaret', 'lazarette', 'lazaretto', 'institution', 'asylum', 'sanitarium', 'sanatarium', 'carport', 'apiary', 'boathouse', 'toolhouse', 'toolshed', 'woodshed', 'chantry', 'abbey', 'duomo', 'kirk', 'caaba', 'kaaba', 'oracle', 'stupa', 'tope', 'pagoda', 'pantheon', 'parthenon', 'caff', 'cybercafe', 'estaminet', 'automat', 'buttery', 'alehouse', 'babel', 'bioscope', 'fleapit', 'multiplex', 'alcazar', 'alhambra', 'tuileries', 'versailles', 'convent', 'monastery', 'priory', 'madhouse', 'nuthouse', 'bedlam', 'minster']"
osprey,"['kestrel', 'buzzard', 'eyas', 'tercel', 'tiercel', 'tercelet', 'goshawk', 'buteonine', 'redtail', 'roughleg', 'kite', 'harrier', 'falcon', 'peregrine', 'gerfalcon', 'gyrfalcon', 'merlin', 'hobby', 'caracara', 'carancha', 'accipitriformes', 'hawk', 'eagle', 'vulture', 'hooter', 'owl', 'eaglet', 'harpy', 'aegypiidae', 'cathartid', 'owlet', 'ringtail', 'erne', 'ern', 'griffon', 'lammergeyer', 'lammergeier', 'condor']"
housefly,"['horsefly', 'glossina', 'tzetze', 'tsetse', 'blowfly', 'gadfly', 'gnat', 'bluebottle', 'greenbottle', 'botfly', 'clegg', 'cleg', 'gallfly', 'fly', 'hippoboscid', 'mosquito', 'sciarid', 'sciara', 'medfly', 'drosophila', 'anopheline', 'punkie', 'punkey', 'punky', 'midge', 'psychodid', 'sandfly', 'blackfly', 'armyworm']"
masjid,"['temple', 'tabernacle', 'hall', 'cathedral', 'house', 'basilica', 'lodge', 'villa', 'bethel', 'chapel', 'church', 'conventicle', 'meetinghouse', 'musjid', 'mosque', 'shrine', 'synagogue', 'bathhouse', 'chapterhouse', 'bagnio', 'chantry', 'abbey', 'duomo', 'kirk', 'caaba', 'kaaba', 'oracle', 'stupa', 'tope', 'pagoda', 'pantheon', 'parthenon', 'capitol', 'courthouse', 'conservatory', 'court', 'residence', 'manse', 'canteen', 'minster', 'palace', 'sanatorium', 'shambles', 'abattoir', 'butchery', 'slaughterhouse', 'architecture', 'aviary', 'volary', 'center', 'centre', 'clubhouse', 'club', 'dorm', 'dormitory', 'feedlot', 'firetrap', 'summerhouse', 'gazebo', 'glasshouse', 'greenhouse', 'hotel', 'library', 'ministry', 'mortuary', 'morgue', 'observatory', 'outbuilding', 'packinghouse', 'planetarium', 'presbytery', 'restaurant', 'eatery', 'rink', 'rotunda', 'ruin', 'school', 'schoolhouse', 'skyscraper', 'tavern', 'theatre', 'theater', 'brothel', 'bordello', 'bawdyhouse', 'cathouse', 'whorehouse', 'tenement', 'barn', 'hencoop', 'henhouse', 'coop', 'stalls', 'stable', 'casino', 'belvedere', 'chancellery', 'customhouse', 'customshouse', 'pentagon', 'statehouse', 'hothouse', 'orangery', 'guildhall', 'lyceum', 'fleabag', 'inn', 'hostelry', 'auberge', 'hostel', 'spa', 'ritz', 'resort', 'boardinghouse', 'bungalow', 'cottage', 'cabin', 'chalet', 'dollhouse', 'duplex', 'farmhouse', 'gatehouse', 'guesthouse', 'hacienda', 'maisonnette', 'maisonette', 'mansion', 'saltbox', 'soddy', 'icehouse', 'smokehouse', 'clinic', 'infirmary', 'hospital', 'crematorium', 'crematory', 'remise', 'garage', 'doghouse', 'kennel', 'jakes', 'outhouse', 'privy', 'shed', 'bistro', 'brasserie', 'brewpub', 'coffeehouse', 'cafe', 'cafeteria', 'diner', 'grillroom', 'grill', 'lunchroom', 'rotisserie', 'steakhouse', 'chophouse', 'teashop', 'teahouse', 'tearoom', 'ice', 'conservatoire', 'wtc', 'taphouse', 'pothouse', 'saloon', 'pub', 'rathskeller', 'shebeen', 'zikkurat', 'zikurat', 'ziggurat', 'cinema', 'opera', 'cowhouse', 'cowshed', 'byre', 'cowbarn', 'consulate', 'embassy', 'gildhall', 'khan', 'caravansary', 'caravanserai', 'imaret', 'posthouse', 'roadhouse', 'motel', 'chateau', 'dacha', 'flophouse', 'dosshouse', 'manor', 'castle', 'mcmansion', 'deanery', 'rectory', 'parsonage', 'vicarage', 'cloister', 'vatican', 'brownstone', 'sudatorium', 'sudatory', 'dispensary', 'creche', 'pesthouse', 'lazaret', 'lazarette', 'lazaretto', 'institution', 'asylum', 'sanitarium', 'sanatarium', 'carport', 'apiary', 'boathouse', 'toolhouse', 'toolshed', 'woodshed', 'caff', 'cybercafe', 'estaminet', 'automat', 'buttery', 'alehouse', 'babel', 'bioscope', 'fleapit', 'multiplex', 'alcazar', 'alhambra', 'tuileries', 'versailles', 'convent', 'monastery', 'priory', 'madhouse', 'nuthouse', 'bedlam']"
ibis,"['jabiru', 'seriema', 'broadbill', 'stilt', 'jacksnipe', 'trumpeter', 'whooper', 'greyback', 'grayback', 'stork', 'shoebill', 'shoebird', 'spoonbill', 'flamingo', 'heron', 'crane', 'courlan', 'limpkin', 'chunga', 'rail', 'bustard', 'hemipode', 'ortygan', 'shorebird', 'adjutant', 'marabou', 'marabout', 'openbill', 'saddlebill', 'flinthead', 'egret', 'boatbill', 'bittern', 'weka', 'crake', 'notornis', 'takahe', 'coot', 'plover', 'sandpiper', 'surfbird', 'woodcock', 'snipe', 'curlew', 'godwit', 'stiltbird', 'longlegs', 'avocet', 'oystercatcher', 'phalarope', 'pratincole', 'glareole', 'courser', 'corncrake', 'kildeer', 'killdeer', 'dotrel', 'dotterel', 'lapwing', 'peewit', 'pewit', 'turnstone', 'stint', 'dunlin', 'greenshank', 'redshank', 'yellowlegs', 'knot', 'sanderling', 'ruff', 'tattler', 'dowitcher', 'kaki', 'waterfowl', 'waterbird', 'swan', 'wader', 'swamphen', 'gallinule', 'seabird', 'seafowl', 'screamer', 'coscoroba', 'cob', 'pen', 'cygnet', 'moorhen', 'auk', 'puffin', 'duck', 'goose', 'larid', 'skimmer', 'jaeger', 'auklet', 'razorbill', 'dovekie', 'guillemot', 'diver', 'loon', 'grebe', 'pelican', 'gannet', 'cormorant', 'anhinga', 'darter', 'snakebird', 'tropicbird', 'penguin', 'albatross', 'mollymawk', 'petrel', 'reeve', 'willet', 'drake', 'duckling', 'dabbler', 'mallard', 'teal', 'widgeon', 'wigeon', 'shoveller', 'shoveler', 'pintail', 'sheldrake', 'dipper', 'bufflehead', 'butterball', 'goldeneye', 'whistler', 'canvasback', 'pochard', 'redhead', 'bluebill', 'scaup', 'gosling', 'gander', 'graylag', 'greylag', 'brent', 'brant', 'honker', 'barnacle', 'chaja', 'gull', 'seagull', 'tern', 'bonxie', 'skua', 'murre', 'dabchick', 'solan', 'booby', 'adelie', 'gooney', 'goony', 'goonie', 'fulmar', 'shearwater']"
jeep,"['minicab', 'wagon', 'minivan', 'ambulance', 'waggon', 'bus', 'heap', 'jalopy', 'hack', 'cab', 'taxi', 'taxicab', 'compact', 'convertible', 'coupe', 'cruiser', 'electric', 'hardtop', 'hatchback', 'landrover', 'limousine', 'limo', 'loaner', 'minicar', 'racer', 'roadster', 'runabout', 'sedan', 'saloon', 'suv', 's.u.v.', 'subcompact', 'phaeton', 'tourer', 'berlin', 'finisher', 'brougham', 'amphibian', 'bloodmobile', 'automobile', 'motorcar', 'machine', 'car', 'auto', 'doodlebug', '4wd', 'golfcart', 'hearse', 'motorcycle', 'bike', 'snowplow', 'snowplough', 'motortruck', 'truck', 'motorbike', 'minibike', 'scrambler', 'dumper', 'tipper', 'dustcart', 'lorry', 'camion', 'pickup', 'wrecker', 'tractor', 'semi', 'rig', 'transporter', 'van', 'tanker', 'moped', 'technical', 'bookmobile', 'pantechnicon']"
